"Title","लग इन - पाठ्यपुस्तक पुस्तकालय"
"Name","पाठ्यपुस्तक पुस्तकालय"
"Menu","भाषा"
"Lang1","अंग्रेजी"
"Lang2","नेपाली"
"Message","एडमिन ड्यासबोर्डमा लग-इन गर्नुहोस"
"UsernamePlaceholder","तपाईको एडमिन युजरनेम"
"PasswordPlaceholder","तपाईको एडमिन पासवर्ड"
"Button","लग इन"
"ErrorMessage","युजरनेम/ पासवर्ड मिलेन, फेरी कोशिश गर्नुहोस"
"Notice","एडमिन होइन?"
"ToHome","होमपेजमा जानुहोस"
"YouLoggedIn","तपाइँ लग इन हुनुहुन्छ"
"Link1","ड्यासबोर्डमा जानुहोस"
"Link2","लग आउट"
